,0,1,2,3
0,0.5,0.0,0.3120362162590027,0.35641416907310486
1,0.5166666666666667,0.6727410713831584,0.5882382988929749,0.3853750228881836
2,0.5333333333333333,0.6808494647343953,0.6528832912445068,0.50785893201828
3,0.55,0.6015625476837159,0.7540296316146851,0.49890613555908203
4,0.5666666666666667,0.5982361475626627,0.6555513739585876,0.5325215458869934
5,0.5833333333333334,0.5839272340138754,0.9237750768661499,0.4920284152030945
6,0.6,0.572378671169281,0.7182874083518982,0.5158964991569519
7,0.6166666666666667,0.5914825717608134,0.7592105865478516,0.48283079266548157
8,0.6333333333333333,0.6053919871648152,0.7477276921272278,0.4588051438331604
9,0.65,0.6196497321128845,0.5866389870643616,0.4080139994621277
10,0.6666666666666666,0.6661499540011088,0.6934661269187927,0.406434565782547
11,0.6833333333333333,0.6608678062756856,0.6794996857643127,0.4043498635292053
12,0.7,0.6636012911796569,0.6307569146156311,0.3977336883544922
13,0.7166666666666667,0.6702912131945292,0.673018217086792,0.3772291839122772
14,0.7333333333333334,0.6809277971585592,0.5625101327896118,0.3427910804748535
15,0.75,0.7224946022033691,0.66062992811203,0.3522374927997589
16,0.7666666666666666,0.7011199752489725,0.601601779460907,0.3372381925582886
17,0.7833333333333333,0.7241052110989888,0.629152774810791,0.32435110211372375
18,0.8,0.7381279349327088,0.6489858031272888,0.3180018663406372
19,0.8166666666666667,0.7452253739039103,0.5063858032226562,0.3130795359611511
20,0.8333333333333333,0.7742514212926228,0.575146496295929,0.30419203639030457
21,0.85,0.7802594661712646,0.5365418791770935,0.3050552308559418
22,0.8666666666666667,0.7847002069155375,0.6080904006958008,0.2885150909423828
23,0.8833333333333333,0.8002919634183248,0.5704283714294434,0.28863686323165894
24,0.9,0.8062180519104004,0.5365728139877319,0.27585142850875854
25,0.9166666666666667,0.8365223805109661,0.5551047325134277,0.2731489837169647
26,0.9333333333333333,0.8376753290494283,0.49450254440307617,0.2665993869304657
27,0.95,0.8632065176963806,0.527580201625824,0.2620522677898407
28,0.9666666666666667,0.8666650931040446,0.5208346843719482,0.25304296612739563
29,0.9833333333333334,0.8952719410260519,0.500970721244812,0.24835284054279327
30,1.0,0.9159243106842041,0.48821860551834106,0.24714453518390656
31,1.0166666666666666,0.9232853809992472,0.4716847240924835,0.23969285190105438
32,1.0333333333333332,0.9590229709943134,0.46431422233581543,0.23487144708633423
33,1.05,0.9852198839187623,0.5290951132774353,0.23524446785449982
34,1.0666666666666667,0.9590423146883646,0.45004960894584656,0.22735793888568878
35,1.0833333333333335,1.0287910302480063,0.5080347657203674,0.23520906269550323
36,1.1,0.9682622909545899,0.522689163684845,0.22358812391757965
37,1.1166666666666667,1.0198366562525432,0.47101891040802,0.22029204666614532
38,1.1333333333333333,1.0608747084935506,0.4832320213317871,0.21955817937850952
39,1.15,1.0596890687942504,0.45501935482025146,0.21347644925117493
40,1.1666666666666665,1.1148549715677896,0.510282576084137,0.21401958167552948
41,1.1833333333333333,1.0830759366353353,0.49551650881767273,0.2077050805091858
42,1.2,1.135006022453308,0.4559428095817566,0.20473510026931763
43,1.2166666666666668,1.17597660223643,0.48751503229141235,0.20700065791606903
44,1.2333333333333334,1.1441250880559286,0.47175920009613037,0.20033776760101318
45,1.25,1.1990901231765747,0.4433048367500305,0.20074237883090973
46,1.2666666666666666,1.2081471840540567,0.4695439636707306,0.19653227925300598
47,1.2833333333333332,1.228189977010091,0.430917888879776,0.1957937777042389
48,1.3,1.2490416049957276,0.4672151207923889,0.19475892186164856
49,1.3166666666666667,1.2426814476648966,0.46480220556259155,0.19488869607448578
50,1.3333333333333335,1.242490609486898,0.4393966794013977,0.18689511716365814
51,1.35,1.3198543548583985,0.4411700367927551,0.1882363110780716
52,1.3666666666666667,1.3067411104838054,0.48109152913093567,0.1837332844734192
53,1.3833333333333333,1.3314029057820638,0.48030781745910645,0.18250705301761627
54,1.4,1.3433770179748534,0.48487287759780884,0.18264231085777283
55,1.4166666666666665,1.3399739662806192,0.4774322509765625,0.1760316789150238
56,1.4333333333333333,1.4063652118047079,0.4271540939807892,0.18138377368450165
57,1.45,1.3748435497283935,0.4539750814437866,0.17946387827396393
58,1.4666666666666668,1.3839537779490154,0.46950122714042664,0.1746315062046051
59,1.4833333333333334,1.4233301719029745,0.48866403102874756,0.1731586456298828
60,1.5,1.4285160303115845,0.45159628987312317,0.17131508886814117
61,1.5958851077208407,1.5402616955885775,0.4295932948589325,0.1699114590883255
62,1.6682941969615794,1.5366735514385081,0.47586026787757874,0.16145062446594238
63,1.699498997320811,1.5618969064852397,0.4488849937915802,0.15047822892665863
64,1.6818594853651363,1.631561271406396,0.4680209159851074,0.1538720577955246
65,1.6196944288207913,1.54908772029418,0.4375208914279938,0.15061022341251373
66,1.5282240016119735,1.558243046488072,0.47977498173713684,0.15261006355285645
67,1.429843354462076,1.5240986826404819,0.5367946624755859,0.16984429955482483
68,1.3486395009384142,1.3399499781951891,0.5553761124610901,0.17147564888000488
69,1.3044939764669805,1.355036807887879,0.48410049080848694,0.18186336755752563
70,1.3082151450673722,1.3348310031453752,0.48506319522857666,0.19012905657291412
71,1.3588919348859216,1.3066172309064294,0.4877047538757324,0.18404467403888702
72,1.4441169003602148,1.393588731681931,0.4695048928260803,0.18609832227230072
73,1.543023997617563,1.3966080487497652,0.4112367331981659,0.17377038300037384
74,1.631397319743758,1.5222720632053668,0.46844837069511414,0.16468088328838348
75,1.6875999953549479,1.557123759011564,0.47195616364479065,0.15599419176578522
76,1.6978716493246764,1.5985588670370787,0.46420297026634216,0.15036708116531372
77,1.659697422524698,1.6102089972698763,0.44539308547973633,0.1507430225610733
