8.0,1.5,5,0.0,250,8
8.0,1.7,5,0.0,0,8
8.0,1.6,9,0.0,0,8
8.0,2.0,7,0.35,0,8
8.0,2.7,11,0.0,0,8
8.0,1.0,5,0.0,800,8
8.0,0.5,5,0.0,120,8
8.0,2.0,5,1.4,0,8
8.0,1.7,11,0.0,0,8
8.0,1.5,7,0.25,0,8
8.0,1.5,5,0.0,600,8
8.0,2.0,5,0.0,0,8
8.0,0.5,5,0.45,0,8
8.0,1.0,9,0.7,0,8
8.0,1.9,7,0.0,0,8
8.0,3.0,7,0.35,0,8
8.0,1.5,5,0.0,0,1
8.0,2.0,5,0.0,0,3
8.0,1.0,9,0.35,0,8
8.0,4.0,9,0.9,0,8
8.0,1.0,9,0.65,0,8
8.0,1.5,5,1.0,0,8
8.0,2.4,5,0.0,0,8
8.0,0.5,5,0.0,200,8
8.0,1.5,7,0.7,0,8
8.0,3.5,9,0.0,0,8
8.0,2.0,5,0.45,0,8
8.0,1.5,5,0.0,700,8
8.0,2.3,9,0.0,0,8
8.0,0.5,5,1.6,0,8
8.0,2.0,9,0.3,0,8
8.0,2.0,7,0.2,0,8
8.0,2.0,5,0.0,120,8
8.0,1.0,5,0.0,80,8
8.0,2.0,5,0.0,20,8
8.0,2.0,5,0.65,0,8
8.0,1.0,7,0.4,0,8
8.0,2.0,11,0.7,0,8
8.0,1.0,5,0.0,0,5
8.0,2.2,11,0.0,0,8
8.0,3.1,7,0.0,0,8
8.0,1.0,9,0.4,0,8
8.0,0.4,7,0.0,0,8
8.0,2.0,5,0.0,1000,8
8.0,3.0,7,1.8,0,8
8.0,4.5,5,0.0,0,8
8.0,2.0,5,2.0,0,8
8.0,1.0,5,0.4,0,8
8.0,2.0,5,0.0,0,2
8.0,0.4,5,0.0,0,8
8.0,3.0,5,2.0,0,8
8.0,0.5,5,0.5,0,8
8.0,1.5,7,0.0,0,8
8.0,4.0,9,0.35,0,8
8.0,1.5,7,0.65,0,8
8.0,2.0,5,0.0,400,8
8.0,2.0,5,0.4,0,8
8.0,1.5,7,1.2,0,8
8.0,0.5,5,0.0,150,8
8.0,1.0,5,0.0,40,8
8.0,1.5,5,0.0,0,8
8.0,3.0,5,0.7,0,8
8.0,1.5,5,0.0,0,4
8.0,2.0,9,0.1,0,8
9.0,2.0,5,0.0,0,8
8.0,1.5,7,0.55,0,8
8.0,3.5,5,0.0,0,8
8.0,3.0,7,0.3,0,8
8.0,2.0,11,1.4,0,8
8.0,1.5,5,1.8,0,8
8.0,1.5,5,0.8,0,8
8.0,3.0,5,0.15,0,8
8.0,1.5,7,0.4,0,8
8.0,1.0,9,0.55,0,8
8.0,2.0,7,0.45,0,8
8.0,1.8,5,0.0,0,8
8.0,4.0,9,0.5,0,8
8.0,3.0,11,2.0,0,8
8.0,2.0,5,0.0,250,8
8.0,2.0,5,0.55,0,8
8.0,2.0,7,0.9,0,8
8.0,0.6,9,0.0,0,8
8.0,1.3,5,0.0,0,8
8.0,2.0,5,0.0,200,8
8.0,3.0,11,0.1,0,8
6.5,1.0,5,0.0,0,8
8.0,1.0,5,0.15,0,8
8.0,3.0,7,0.4,0,8
9.5,2.0,5,0.0,0,8
7.5,1.5,5,0.0,0,8
8.0,4.0,9,0.8,0,8
8.0,1.0,7,1.4,0,8
8.0,1.0,9,0.1,0,8
8.0,2.0,5,0.0,800,8
8.0,1.5,5,0.0,0,9
8.0,2.2,7,0.0,0,8
8.0,2.1,9,0.0,0,8
8.0,1.0,9,0.25,0,8
6.0,1.0,5,0.0,0,8
8.0,4.0,9,1.4,0,8
8.0,2.0,9,1.4,0,8
8.0,1.0,5,0.0,0,8
8.0,1.0,9,2.0,0,8
8.0,1.0,7,0.25,0,8
8.0,4.0,9,0.6,0,8
8.0,3.0,5,0.55,0,8
8.0,2.0,5,0.0,600,8
8.0,1.0,9,0.6,0,8
8.0,1.3,11,0.0,0,8
8.0,3.0,5,0.35,0,8
8.0,3.4,7,0.0,0,8
8.0,1.0,7,0.45,0,8
8.0,2.0,5,0.0,0,8
8.0,4.5,11,0.0,0,8
8.0,1.5,5,0.0,0,8
8.0,1.0,5,0.0,150,8
8.0,1.5,5,0.0,800,8
8.0,1.0,5,0.0,500,8
8.0,1.2,7,0.0,0,8
8.0,4.0,9,0.1,0,8
8.0,3.0,11,1.4,0,8
8.0,0.5,5,0.55,0,8
8.0,2.0,7,0.65,0,8
8.0,4.0,9,0.05,0,8
