,loss,mae,mse,val_loss,val_mae,val_mse,epoch
0,0.03495939448475838,0.30523127138614653,0.15197635368900372,0.019014596939086914,0.21993409618735313,0.0826607311785221,0
1,0.02318076230585575,0.24566202118992805,0.10077198941507376,0.01625273935496807,0.20084980946034192,0.07065431484240108,1
2,0.01708093471825123,0.20929485484957694,0.07425466643054969,0.011595928110182285,0.1839094802364707,0.05041010857878719,2
3,0.012194293551146984,0.1700661787390709,0.05301133778288495,0.008038091473281384,0.14379314951598643,0.03494339220493566,3
4,0.009727786295115948,0.15215834777802228,0.042288875776785424,0.005862042307853699,0.13319070931524038,0.025483616871759294,4
5,0.007557552773505449,0.13346961501985788,0.03285438235580223,0.004989284556359053,0.11460855849087238,0.02168954255551798,5
6,0.005582376383244991,0.11740121176466345,0.024267846172652208,0.003224094631150365,0.0912139094620943,0.014015864782902645,6
7,0.004451815504580736,0.10229140900075435,0.01935304365690099,0.0027914391830563545,0.0886744057573378,0.012135014202562161,7
8,0.003882958786562085,0.09820342250168324,0.01688009551091236,0.0035289954394102097,0.09758912002667784,0.015341337199090048,8
9,0.0027418159879744053,0.08080323440954089,0.011919291008322034,0.0017260402673855424,0.06698450066149235,0.007503485401385114,9
10,0.002417077776044607,0.07921731356531382,0.010507580934965517,0.0024604906793683767,0.08069980597123504,0.010696306593617191,10
11,0.002152718836441636,0.07234726829454302,0.009358353143749991,0.0014181827427819371,0.057025369657203555,0.006165159473990206,11
12,0.0017429795116186142,0.06363172522746026,0.00757712410739623,0.0010166653664782643,0.05111817355267703,0.0044196730977884725,12
13,0.0014754949370399117,0.060386141454800965,0.00641430847767333,0.0012390910414978862,0.05564700474031269,0.005386607552875648,13
14,0.001324548153206706,0.055461220359429714,0.005758108845324022,0.0014702066546306014,0.06448834975250065,0.006391319124176516,14
15,0.0012282916577532887,0.054923906670883295,0.00533966020187654,0.0010304355528205633,0.05527645736932754,0.004479535196110373,15
16,0.0011978117981925607,0.05354559224098921,0.005207157394397655,0.0014884043484926224,0.06594067035242915,0.00647042859387584,16
17,0.0012181681813672185,0.053613555505871775,0.005295651172244106,0.0009912281529977918,0.05396951213479042,0.004309091807415825,17
