,0,1,2,3,4
0,0.15,-5.960464483090178e-09,0.8920490741729736,0.4970780909061432,0.5000659823417664
1,0.155,0.4789150643348694,0.49664488434791565,0.5068102478981018,0.49976688623428345
2,0.16,0.1446142828464508,0.5666373372077942,0.8335934281349182,0.6245532631874084
3,0.16499999999999998,0.08512263089418409,0.7789649367332458,0.8649720549583435,0.5023350119590759
4,0.16999999999999998,0.21548911750316618,0.7471884489059448,0.9029391407966614,0.5013773441314697
5,0.175,0.18740372657775878,0.8814548254013062,1.0,0.6591578125953674
6,0.18,0.1729778128862381,0.7135986089706421,0.9502373933792114,0.5088366270065308
7,0.185,0.1584523594379425,1.0,1.0,0.7635613679885864
8,0.19,0.19547395646572113,0.7587693929672241,0.9195184111595154,0.4995879530906677
9,0.195,0.1891956251859665,1.0,1.0,0.7530784010887146
10,0.2,0.19850317835807801,0.7408757209777832,0.8921768665313721,0.5021528601646423
11,0.205,0.18717058181762694,1.0,1.0,0.7176070809364319
12,0.21,0.21014588236808776,0.7748057246208191,0.8967883586883545,0.4984895586967468
13,0.215,0.20497357487678527,1.0,0.9960763454437256,0.6919934749603271
14,0.22,0.22013938546180725,0.8418533802032471,0.911728024482727,0.5009457468986511
15,0.22499999999999998,0.23340228796005247,1.0,1.0,0.654734194278717
16,0.22999999999999998,0.2320906329154968,0.908818244934082,1.0,0.4960842430591583
17,0.235,0.23661695480346678,1.0,1.0,0.6467161774635315
18,0.24,0.23496929347515105,0.9464383721351624,1.0,0.49948832392692566
19,0.245,0.2506775361299515,1.0,1.0,0.5896689891815186
20,0.25,0.25198276340961456,1.0,1.0,0.5187854170799255
21,0.255,0.26734889030456543,1.0,1.0,0.5629725456237793
22,0.26,0.2590323781967163,1.0,1.0,0.5364993810653687
23,0.265,0.2645613396167755,1.0,1.0,0.5339942574501038
24,0.27,0.26501827359199526,1.0,1.0,0.5016809701919556
25,0.275,0.2690711557865143,1.0,0.9537976980209351,0.5046661496162415
26,0.28,0.28532504916191104,1.0,0.9407405853271484,0.4983272850513458
27,0.28500000000000003,0.2913758790493012,1.0,0.9229577779769897,0.49701860547065735
28,0.29000000000000004,0.29806820392608646,1.0,0.917962908744812,0.49885129928588867
29,0.295,0.2994380724430084,1.0,0.9176128506660461,0.4991386830806732
30,0.3,0.299499648809433,1.0,0.9043839573860168,0.49218088388442993
31,0.305,0.30567248940467834,1.0,0.8873108625411987,0.4995691180229187
32,0.31,0.3106999373435974,1.0,0.8736137747764587,0.4959618151187897
33,0.315,0.317280056476593,1.0,0.8407301902770996,0.5078059434890747
34,0.32,0.3284134042263031,1.0,0.8474084734916687,0.47945231199264526
35,0.325,0.33209262490272523,1.0,0.8804510831832886,0.49583280086517334
36,0.32999999999999996,0.31446151614189144,1.0,0.8267051577568054,0.5113801956176758
37,0.33499999999999996,0.33339758872985836,1.0,0.8420025110244751,0.5018840432167053
38,0.33999999999999997,0.329269345998764,1.0,0.8067650198936462,0.5161527395248413
39,0.345,0.3403370094299316,1.0,0.8187146186828613,0.5122700333595276
40,0.35,0.33639357089996336,1.0,0.8281787037849426,0.4876255691051483
41,0.355,0.3386848676204681,1.0,0.8100095987319946,0.5131908059120178
42,0.36,0.33966763377189635,1.0,0.810775101184845,0.5088330507278442
43,0.365,0.3405539894104004,1.0,0.8377195596694946,0.4984353482723236
44,0.37,0.33169978380203247,1.0,0.8130319714546204,0.47629716992378235
45,0.375,0.35011640191078186,1.0,0.8057883381843567,0.4991776645183563
46,0.38,0.3458395051956177,1.0,0.7897576093673706,0.49185141921043396
47,0.385,0.35841573238372804,1.0,0.8149430751800537,0.4823586344718933
48,0.39,0.34657950639724733,1.0,0.8114624619483948,0.5155078172683716
49,0.395,0.3386013698577881,1.0,0.7593705058097839,0.48504844307899475
50,0.4,0.37996440529823305,1.0,0.8545061349868774,0.5078707933425903
51,0.405,0.3224616634845734,1.0,0.8439505100250244,0.4957379102706909
52,0.41000000000000003,0.329761061668396,1.0,0.683344304561615,0.49970802664756775
53,0.41500000000000004,0.4210404539108277,1.0,0.9037213325500488,0.5107240080833435
54,0.42000000000000004,0.3018658888339997,1.0,0.9273570775985718,0.5108453631401062
55,0.42500000000000004,0.2935148656368256,1.0,0.6541949510574341,0.49584779143333435
56,0.43000000000000005,0.439484738111496,1.0,0.9930374026298523,0.4850369691848755
